"CATEGORY","CLUE","COUNT","DIFFICULTY"
"21","this composer's second piano sonata is divided into movements called ""emerson,"" ""hawthorne,"" ""the alcotts,"" and ""thoreau.""","1","7"
"19","members of this religion follow a creed known as the fravarane and refer to their faith as the daena.","1","4"
"21","another artist from this country used a completely black backdrop for his still-lifes, which show fruits and vegetables sitting on a stone block, or suspended by string.","1","8"
"21","he used ""bonaparte's retreat"" as a ""hoe-down"" in one work, and used the shaker tune ""simple gifts"" in another.","1","2"
"15","a section of a book by this poet begins ""rise to be born with me, brother"".","1","6"
"17","a law describing this process states that its timeincreases with the square of the distance travelled, and another law describing it states that its flux isproportional to the negative gradient of the  chemical potential.","1","5"
"21","this composer wrote a set of sonatas and partitas for solo violin.","1","3"
"15","this author wrote about flowers that ""eat my oxygen"" in ""tulips"" and ended one poem by claiming ""i rise with my red hair and i eat men like air"" after stating her skin was as ""bright as a nazi lampshade.""","1","3"
"15","its title character owes money to lheureux, and dies after swallowing arsenic.","1","6"
"19","the khalsa is this religion's community, and each member is required to carry a kirpan and is forbidden from cutting hair, a practice known as kesh.","1","6"
"16","one of this movie's key plot points involves the transfer of a  ""holocaust ring"" from a dentist to a stripper.","1","3"
"21","the university of chicago stands opposite his robie house.","1","4"
"19","for ten points, name this jewish"" day of atonement.""","1","1"
"17","in 2012, cern claimed to have confirmed the existence of the higgs boson or ""god particle"" that gives particles this property, which is equal to volume times density.","1","6"
"26","razaks umno party has governed since independence from britain in 1957.","1","7"
"22","the experiment which demonstrated this effect divided its subjects into three groups placed inside shuttle boxes, and found that the third group became unable to jump over a barrier after being subjected to unavoidable electric shocks.","1","8"
"19","for 10 points, name this indianreligion committed to ahimsa, or nonviolence.","1","5"
"17","for main-sequence stars, this quantity raised to the 3.5th power gives an approximation for theluminosity.","1","6"
"21","in addition to writing the cantata dona nobis pacem, he composed a work based on a tune writtenfor archbishop parker's psalter called ""why fum'th in fight.""","1","5"
"14","for 10 points, identify this bard, the norse god of poetry.","1","8"
"17","a replacement of glutamate by valine in this molecular causes sickle-cell anemia.","1","6"
"16","this nation's defense minister was embarrassed in april 2011 by wikileaks documents in which he begged george bush to attack iran.","1","5"
"15","the protagonist of this novel meets a man who later offers to buy her a locomotive or a battleship after she is left alone when a coworker goes to a baseball game.","1","5"
"19","this religion has five ks that one must wear, including a kirpan, or dagger.","1","6"
"18","that struggle took a decisive turn when tito closed the yugoslav borders to the dse, ultimately forcing them to flee to tashkent.","1","7"
"19","ftp, name this indian religion whose adherents follow the principle of ahimsa, a strict code of non-violence.","1","4"
"20","arms of this sea includethe gulf of riga and gulf of bothnia.","1","1"
"15","in another of his stories, reuben is plagued by guilt for leaving dorcas' father to die.","1","6"
"16","this film revolves around doug's disappearance during his bachelor party.","1","3"
"14","this figure bears the sons magni and modi, kills hrungnir  over his wife sif, and goes fishing with hymir , who cuts his line before he can rope in the midgard serpent.","1","3"
"25","for 10 points, what german philosopher discussed dasein in being and time?","1","9"
"17","one of the millenium prize problems is to prove the existence of yang-mills theory and a corresponding gap named for this quantity.","1","6"
"22","with edmund phelps, he developed the concept of a natural rate of unemployment.","1","4"
"21","this composer quoted from student songs like fuchslied and gaudeamus igitur in a piece often paired with the tragic overture.","1","6"
"17","the yukawa interaction for a fermion is proportional to the square of this property of the particle.","1","6"
"21","an artwork from this country inspired jeff wall's photograph a sudden gust of wind.","1","7"
"15","another character is able to break crockery at the slightest touch, and that character and sixteen others by the same name are killed on ash wednesday.","1","3"
